concept,language,word
water,SARDINIAN_LOGUDARESE,aba
water,SICILIAN_UnnamedInSource,aka
water,SPANISH,aga
water,TURIA_AROMANIAN,apa
water,VALENCIAN,aixa
water,VLACH,apa
dog,SANSKRIT,Sva
dog,ARAGONESE,kan
dog,ARPITAN,Si
dog,ASTURIAN,perru
dog,BALEAR_CATALAN,ka
dog,CATALAN,gos
dog,CATALAN_2,gos
dog,CORSICAN,Takaru
dog,DALMATIAN,kuoN
dog,EMILIANO_CARPIGIANO,kaN
dog,EMILIANO_FERRARESE,kan
dog,EMILIANO_REGGIANO,kan
dog,FRENCH,Sia
dog,FRIULIAN,CaN
dog,GALICIAN,kan
dog,GASCON,ka
dog,ITALIAN,kane
dog,ITALIAN_GROSSETO_TUSCAN,kane
dog,JUDEO_ESPAGNOL,perro
dog,LANGUEDOCIEN,ka
dog,LIGURIAN_GENOESE,kaN
dog,LIGURIAN_RAPALLO,kaN
dog,LIGURIAN_STELLA,kaN
dog,LOMBARD_BERGAMO,ka
dog,LOMBARD_PLESIO,kaN
dog,NEAPOLITAN_CALABRESE,kan3
dog,NONES,cain
dog,NONES_FASSANO,Ta5
dog,NONES_GARDENESE,Ta5
dog,OCCITAN_ARANESE,kaN
dog,PIEMONTESE_BARBANIA,kaN
dog,PIEMONTESE_CARMAGNOLA,kaN
dog,PIEMONTESE_LANZO_TORINESE,kaN
dog,PIEMONTESE_VERCELLESE,kaN
dog,PORTUGUESE,kau
dog,ROMAGNOL_RAVENNATE,kan
dog,ROMANIAN,k3ne
dog,ROMANIAN_2,kaine
dog,ROMANIAN_MEGLENO,koyni
dog,ROMANSH_GRISHUN,Tawn
dog,ROMANSH_SURMIRAN,TaN
dog,ROMANSH_SURSILVAN,Caun
dog,ROMANSH_VALLADER,San
dog,SARDINIAN,kane
dog,SARDINIAN_CAMPIDANESE,kai
dog,SARDINIAN_LOGUDARESE,kane
dog,SICILIAN_UnnamedInSource,kani
dog,SPANISH,pero
dog,VALENCIAN,gos
tree,SANSKRIT,vikS3
tree,ARAGONESE,arbol
tree,ARPITAN,abro
tree,ASTURIAN,arbol
tree,BALEAR_CATALAN,abr3
tree,CATALAN,abr3
tree,CATALAN_2,abr3
tree,CORSICAN,arburu
tree,DALMATIAN,yarbur
tree,EMILIANO_CARPIGIANO,elber
tree,EMILIANO_FERRARESE,arbul
tree,EMILIANO_REGGIANO,Elber
tree,FRENCH,arbr3
tree,FRIULIAN,arbul
tree,GALICIAN,arbore
tree,GASCON,arbe
tree,ITALIAN,albero
tree,ITALIAN_GROSSETO_TUSCAN,pyanta
tree,JUDEO_ESPAGNOL,arvole
tree,LANGUEDOCIEN,arbre
tree,LIGURIAN_GENOESE,erbu
tree,LIGURIAN_RAPALLO,Erbu
tree,LIGURIAN_STELLA,Erbu
tree,LOMBARD_BERGAMO,pyanta
tree,LOMBARD_PLESIO,pyanta
tree,NEAPOLITAN_CALABRESE,ab3r3
tree,NONES,arbol
tree,NONES_GARDENESE,l3N
tree,OCCITAN_ARANESE,arbe
tree,PIEMONTESE_BARBANIA,Erbu
tree,PIEMONTESE_CARMAGNOLA,Erbu
tree,PIEMONTESE_LANZO_TORINESE,pyaNta
tree,PIEMONTESE_VERCELLESE,pyaNta
tree,PORTUGUESE,Ervur3
tree,ROMAGNOL_RAVENNATE,e3lbar
tree,ROMANIAN,pom
tree,ROMANIAN_2,arbore
tree,ROMANIAN_MEGLENO,arbur
tree,ROMANSH_GRISHUN,plant3
tree,ROMANSH_SURMIRAN,plant3
tree,ROMANSH_SURSILVAN,plont3
tree,ROMANSH_VALLADER,bEsS
tree,SARDINIAN,arvure
tree,SARDINIAN_CAMPIDANESE,mata
tree,SARDINIAN_LOGUDARESE,arvure
tree,SICILIAN_UnnamedInSource,arbulu
tree,SPANISH,arbol
tree,VALENCIAN,arbre
tree,VLACH,arbor
path,SANSKRIT,p3ntah
path,ARAGONESE,kamin
path,ARPITAN,Sami
path,ASTURIAN,kamin
path,BALEAR_CATALAN,k3mi
path,CATALAN,k3mi
path,CATALAN_2,k3mi
path,CORSICAN,Strada
path,DALMATIAN,kal
path,EMILIANO_CARPIGIANO,strEda
path,EMILIANO_FERRARESE,strada
path,EMILIANO_REGGIANO,strEda
path,FRENCH,rut
path,FRIULIAN,stradE
path,GALICIAN,Estrada
path,GASCON,kami
path,ITALIAN,sentyaro
path,ITALIAN_GROSSETO_TUSCAN,strada
path,JUDEO_ESPAGNOL,kamino
path,LANGUEDOCIEN,kami
path,LIGURIAN_GENOESE,strada
path,LIGURIAN_RAPALLO,strada
path,LIGURIAN_STELLA,Stro
path,LOMBARD_BERGAMO,strada
path,LOMBARD_PLESIO,Strada
path,NEAPOLITAN_CALABRESE,strat3
path,NONES,strada
path,NONES_FASSANO,StrEda
path,NONES_GARDENESE,StrEda
path,OCCITAN_ARANESE,kursEro
path,PIEMONTESE_BARBANIA,stra
path,PIEMONTESE_CARMAGNOLA,stra
path,PIEMONTESE_LANZO_TORINESE,stra
path,PIEMONTESE_VERCELLESE,stra
path,PORTUGUESE,seda
path,ROMAGNOL_RAVENNATE,stre3
path,ROMANIAN,k3rare
path,ROMANIAN_2,cale
path,ROMANIAN_MEGLENO,drum
path,ROMANSH_GRISHUN,vi3
path,ROMANSH_SURMIRAN,vey3
path,ROMANSH_SURSILVAN,sEnd3
path,ROMANSH_VALLADER,vi3
path,SARDINIAN,istrada
path,SARDINIAN_CAMPIDANESE,aruxa
path,SARDINIAN_LOGUDARESE,istrada
path,SICILIAN_UnnamedInSource,strata
path,SPANISH,senda
path,TURIA_AROMANIAN,kali
path,VALENCIAN,kami
hear,SANSKRIT,Sru
hear,ARAGONESE,sentir
hear,ARPITAN,ekota
hear,ASTURIAN,oyer
hear,BALEAR_CATALAN,s3nti
hear,CATALAN,s3nti
hear,CATALAN_2,s3nti
hear,CORSICAN,sEnt
hear,DALMATIAN,sentar
hear,EMILIANO_CARPIGIANO,siNtir
hear,EMILIANO_FERRARESE,sintir
hear,EMILIANO_REGGIANO,sEynter
hear,FRENCH,otadr
hear,FRIULIAN,sintei
hear,GALICIAN,oir
hear,GASCON,auzi
hear,ITALIAN,ud
hear,ITALIAN_GROSSETO_TUSCAN,sentire
hear,JUDEO_ESPAGNOL,oir
hear,LANGUEDOCIEN,awzi
hear,LIGURIAN_GENOESE,seNti
hear,LIGURIAN_RAPALLO,seNti
hear,LIGURIAN_STELLA,seNti
hear,LOMBARD_BERGAMO,sinti
hear,LOMBARD_PLESIO,senti
hear,NEAPOLITAN_CALABRESE,s3nti
hear,NONES,senir
hear,NONES_FASSANO,sentir
hear,NONES_GARDENESE,awdi
hear,OCCITAN_ARANESE,enene
hear,PIEMONTESE_BARBANIA,sENte
hear,PIEMONTESE_CARMAGNOLA,sENte
hear,PIEMONTESE_LANZO_TORINESE,sENte
hear,PIEMONTESE_VERCELLESE,seNti
hear,PORTUGUESE,ov
hear,ROMAGNOL_RAVENNATE,sinti
hear,ROMANIAN,auz
hear,ROMANIAN_2,auzy
hear,ROMANIAN_MEGLENO,ut
hear,ROMANSH_GRISHUN,udir
hear,ROMANSH_SURMIRAN,santkEr
hear,ROMANSH_SURSILVAN,udir
hear,ROMANSH_VALLADER,dudir
hear,SARDINIAN,intendere
hear,SARDINIAN_CAMPIDANESE,intEndi
hear,SARDINIAN_LOGUDARESE,intendere
hear,SICILIAN_UnnamedInSource,sentiri
hear,SPANISH,oir
hear,VALENCIAN,sentir
hear,VLACH,aseultu
night,SANSKRIT,n3kt3m
night,ARAGONESE,nueit
night,ARPITAN,nE
night,ASTURIAN,nueCe
night,BALEAR_CATALAN,nit
night,CATALAN,nit
night,CATALAN_2,nit
night,CORSICAN,noti
night,DALMATIAN,nuat
night,EMILIANO_CARPIGIANO,not
night,EMILIANO_FERRARESE,not
night,EMILIANO_REGGIANO,not
night,FRENCH,nui
night,FRIULIAN,5ot
night,GALICIAN,noite
night,GASCON,nwoyt
night,ITALIAN,notte
night,ITALIAN_GROSSETO_TUSCAN,note
night,JUDEO_ESPAGNOL,noCe
night,LANGUEDOCIEN,5oC
night,LIGURIAN_GENOESE,nEte
night,LIGURIAN_RAPALLO,nEte
night,LIGURIAN_STELLA,nECe
night,LOMBARD_BERGAMO,noC
night,LOMBARD_PLESIO,noC
night,NEAPOLITAN_CALABRESE,not3
night,NONES,not
night,NONES_FASSANO,net
night,NONES_GARDENESE,nwet
night,OCCITAN_ARANESE,ne
night,PIEMONTESE_BARBANIA,noyt
night,PIEMONTESE_CARMAGNOLA,noyt
night,PIEMONTESE_LANZO_TORINESE,noyt
night,PIEMONTESE_VERCELLESE,noC
night,PORTUGUESE,noyt3
night,ROMAGNOL_RAVENNATE,nota
night,ROMANIAN,noapte
night,ROMANIAN_2,noapte
night,ROMANIAN_MEGLENO,noapti
night,ROMANSH_GRISHUN,noT
night,ROMANSH_SURMIRAN,noT
night,ROMANSH_SURSILVAN,noC
night,ROMANSH_VALLADER,not
night,SARDINIAN,note
night,SARDINIAN_CAMPIDANESE,noti
night,SARDINIAN_LOGUDARESE,note
night,SICILIAN_UnnamedInSource,noti
night,SPANISH,noCe
night,VALENCIAN,nit
night,VLACH,napte
two,SANSKRIT,dv3u
two,ARAGONESE,dos
two,ARPITAN,dow
two,ASTURIAN,dos
two,BALEAR_CATALAN,dos
two,CATALAN,dos
two,CATALAN_2,dos
two,CORSICAN,dwi
two,DALMATIAN,dai
two,EMILIANO_CARPIGIANO,du
two,EMILIANO_FERRARESE,du
two,EMILIANO_REGGIANO,dow
two,FRENCH,de
two,FRIULIAN,doi
two,GALICIAN,dous
two,GASCON,dis
two,ITALIAN,due
two,ITALIAN_GROSSETO_TUSCAN,due
two,JUDEO_ESPAGNOL,dos
two,LANGUEDOCIEN,dus
two,LIGURIAN_GENOESE,dui
two,LIGURIAN_RAPALLO,dui
two,LIGURIAN_STELLA,dui
two,LOMBARD_BERGAMO,du
two,LOMBARD_PLESIO,duu
two,NEAPOLITAN_CALABRESE,doye
two,NONES,doi
two,NONES_GARDENESE,doy
two,OCCITAN_ARANESE,dis
two,PIEMONTESE_BARBANIA,duy
two,PIEMONTESE_CARMAGNOLA,duy
two,PIEMONTESE_LANZO_TORINESE,duy
two,PIEMONTESE_VERCELLESE,duy
two,PORTUGUESE,doiS
two,ROMAGNOL_RAVENNATE,do
two,ROMANIAN,doi
two,ROMANIAN_2,doy
two,ROMANIAN_MEGLENO,doy
two,ROMANSH_GRISHUN,dus
two,ROMANSH_SURMIRAN,dus
two,ROMANSH_SURSILVAN,dus
two,ROMANSH_VALLADER,dwos
two,SARDINIAN,duos
two,SARDINIAN_CAMPIDANESE,duzu
two,SARDINIAN_LOGUDARESE,duos
two,SICILIAN_UnnamedInSource,du
two,SPANISH,dos
two,TURIA_AROMANIAN,doi
two,VALENCIAN,dos
two,VLACH,dui
we,SANSKRIT,v3y3m
we,ARAGONESE,nusatros
we,ARPITAN,no
we,ASTURIAN,nos
we,BALEAR_CATALAN,noltros
we,CATALAN,nuzaltr3s
we,CATALAN_2,nuzaltr3s
we,CORSICAN,noi
we,DALMATIAN,noi
we,EMILIANO_CARPIGIANO,nuEter
we,EMILIANO_FERRARESE,nu
we,EMILIANO_REGGIANO,nuEter
we,FRENCH,nu
we,FRIULIAN,nou
we,GALICIAN,nos
we,GASCON,nuzanes
we,ITALIAN,noi
we,ITALIAN_GROSSETO_TUSCAN,noi
we,JUDEO_ESPAGNOL,mozotros
we,LANGUEDOCIEN,nuzautres
we,LIGURIAN_GENOESE,nuiatri
we,LIGURIAN_RAPALLO,nui
we,LIGURIAN_STELLA,nuiatri
we,LOMBARD_BERGAMO,noter
we,LOMBARD_PLESIO,nuN
we,NEAPOLITAN_CALABRESE,nuy3
we,NONES,noiautri
we,NONES_GARDENESE,n3ws
we,OCCITAN_ARANESE,nuzati
we,PIEMONTESE_BARBANIA,nuy
we,PIEMONTESE_CARMAGNOLA,nuy
we,PIEMONTESE_LANZO_TORINESE,nuy
we,PIEMONTESE_VERCELLESE,nuy
we,PORTUGUESE,noS
we,ROMAGNOL_RAVENNATE,now
we,ROMANIAN,noi
we,ROMANIAN_2,noy
we,ROMANIAN_MEGLENO,noy
we,ROMANSH_GRISHUN,nus
we,ROMANSH_SURMIRAN,nows
we,ROMANSH_SURSILVAN,nus
we,ROMANSH_VALLADER,nus
we,SARDINIAN,nos
we,SARDINIAN_CAMPIDANESE,nozu
we,SARDINIAN_LOGUDARESE,nois
we,SICILIAN_UnnamedInSource,nuautri
we,SPANISH,nosotros
we,TURIA_AROMANIAN,noy
we,VALENCIAN,nosaltres
we,VLACH,noi
fish,SANSKRIT,min3h
fish,ARAGONESE,peS
fish,ARPITAN,p3so
fish,ASTURIAN,peSe
fish,BALEAR_CATALAN,peiS
fish,CATALAN,peS
fish,CATALAN_2,peS
fish,CORSICAN,pESu
fish,DALMATIAN,pias
fish,EMILIANO_CARPIGIANO,pEs
fish,EMILIANO_FERRARESE,pEs
fish,EMILIANO_REGGIANO,pEs
fish,FRENCH,paso
fish,FRIULIAN,pes
fish,GALICIAN,pEiSe
fish,GASCON,pES
fish,ITALIAN,peSe
fish,ITALIAN_GROSSETO_TUSCAN,peSe
fish,JUDEO_ESPAGNOL,peSkado
fish,LANGUEDOCIEN,peys
fish,LIGURIAN_GENOESE,peSu
fish,LIGURIAN_RAPALLO,pESu
fish,LIGURIAN_STELLA,pESu
fish,LOMBARD_BERGAMO,pEs
fish,LOMBARD_PLESIO,pEs
fish,NEAPOLITAN_CALABRESE,peS3
fish,NONES,pes
fish,NONES_FASSANO,peS
fish,NONES_GARDENESE,p3S
fish,OCCITAN_ARANESE,peiS
fish,PIEMONTESE_BARBANIA,p3s
fish,PIEMONTESE_CARMAGNOLA,pEs
fish,PIEMONTESE_LANZO_TORINESE,pES
fish,PIEMONTESE_VERCELLESE,pos
fish,PORTUGUESE,paiS3
fish,ROMAGNOL_RAVENNATE,pEs
fish,ROMANIAN,peSte
fish,ROMANIAN_2,peSte
fish,ROMANIAN_MEGLENO,peaSti
fish,ROMANSH_GRISHUN,peS
fish,ROMANSH_SURMIRAN,peS
fish,ROMANSH_SURSILVAN,pES
fish,ROMANSH_VALLADER,peS
fish,SARDINIAN,piSe
fish,SARDINIAN_CAMPIDANESE,piSi
fish,SARDINIAN_LOGUDARESE,piske
fish,SICILIAN_UnnamedInSource,peSi
fish,SPANISH,peskado
fish,VALENCIAN,peiS
fish,VLACH,pesku
skin,SANSKRIT,tv3k
skin,ARAGONESE,piel
skin,ASTURIAN,piel
skin,BALEAR_CATALAN,peL
skin,CATALAN,peL
skin,CATALAN_2,peL
skin,CORSICAN,pedi
skin,DALMATIAN,pial
skin,EMILIANO_CARPIGIANO,pEla
skin,EMILIANO_FERRARESE,pel
skin,EMILIANO_REGGIANO,pEla
skin,FRENCH,po
skin,FRIULIAN,pel
skin,GALICIAN,pEl
skin,GASCON,pEt
skin,ITALIAN,pElle
skin,ITALIAN_GROSSETO_TUSCAN,pEle
skin,JUDEO_ESPAGNOL,kuero
skin,LANGUEDOCIEN,pel
skin,LIGURIAN_GENOESE,pele
skin,LIGURIAN_RAPALLO,pele
skin,LIGURIAN_STELLA,pEle
skin,LOMBARD_BERGAMO,pEl
skin,LOMBARD_PLESIO,pEl
skin,NEAPOLITAN_CALABRESE,pEl3
skin,NONES,pEl
skin,NONES_FASSANO,pel
skin,NONES_GARDENESE,pel
skin,OCCITAN_ARANESE,pEt
skin,PIEMONTESE_BARBANIA,pEl
skin,PIEMONTESE_CARMAGNOLA,pEl
skin,PIEMONTESE_LANZO_TORINESE,pEl
skin,PIEMONTESE_VERCELLESE,pEl
skin,PORTUGUESE,pEl3
skin,ROMAGNOL_RAVENNATE,pe3la
skin,ROMANIAN,pele
skin,ROMANIAN_2,pyele
skin,ROMANIAN_MEGLENO,koaZ3
skin,ROMANSH_GRISHUN,pel
skin,ROMANSH_SURMIRAN,pel
skin,ROMANSH_SURSILVAN,pal
skin,ROMANSH_VALLADER,pel
skin,SARDINIAN,pede
skin,SARDINIAN_CAMPIDANESE,pEdi
skin,SARDINIAN_LOGUDARESE,pede
skin,SICILIAN_UnnamedInSource,pedi
skin,SPANISH,piel
skin,TURIA_AROMANIAN,kali
skin,VALENCIAN,peL
skin,VLACH,kiali
name,SANSKRIT,nam3
name,ARAGONESE,nombre
name,ARPITAN,no
name,ASTURIAN,nome
name,BALEAR_CATALAN,nom
name,CATALAN,nom
name,CATALAN_2,nom
name,CORSICAN,nomu
name,DALMATIAN,nam
name,EMILIANO_CARPIGIANO,nom
name,EMILIANO_FERRARESE,nom
name,EMILIANO_REGGIANO,nom
name,FRENCH,no
name,FRIULIAN,non
name,GALICIAN,nome
name,GASCON,num
name,ITALIAN,nome
name,ITALIAN_GROSSETO_TUSCAN,nome
name,JUDEO_ESPAGNOL,nombre
name,LANGUEDOCIEN,nun
name,LIGURIAN_GENOESE,nume
name,LIGURIAN_RAPALLO,nume
name,LIGURIAN_STELLA,nume
name,LOMBARD_BERGAMO,nom
name,LOMBARD_PLESIO,nom
name,NEAPOLITAN_CALABRESE,nom3
name,NONES,nom
name,NONES_FASSANO,inom
name,NONES_GARDENESE,inwem
name,OCCITAN_ARANESE,nom
name,PIEMONTESE_BARBANIA,nom
name,PIEMONTESE_CARMAGNOLA,nom
name,PIEMONTESE_LANZO_TORINESE,nom
name,PIEMONTESE_VERCELLESE,nom
name,PORTUGUESE,nom3
name,ROMAGNOL_RAVENNATE,nom
name,ROMANIAN,nume
name,ROMANIAN_2,nume
name,ROMANIAN_MEGLENO,numi
name,ROMANSH_GRISHUN,num
name,ROMANSH_SURMIRAN,nom
name,ROMANSH_SURSILVAN,num
name,ROMANSH_VALLADER,nom
name,SARDINIAN,lumene
name,SARDINIAN_CAMPIDANESE,nomini
name,SARDINIAN_LOGUDARESE,lumene
name,SICILIAN_UnnamedInSource,nomi
name,SPANISH,nombre
name,VALENCIAN,nom
name,VLACH,numa
nose,SANSKRIT,nasika
nose,ARAGONESE,nari8
nose,ARPITAN,na
nose,ASTURIAN,nari8es
nose,BALEAR_CATALAN,nas
nose,CATALAN,nas
nose,CATALAN_2,nas
nose,CORSICAN,nasu
nose,DALMATIAN,nuos
nose,EMILIANO_CARPIGIANO,nEz
nose,EMILIANO_FERRARESE,nas
nose,EMILIANO_REGGIANO,nEs
nose,FRENCH,ne
nose,FRIULIAN,nas
nose,GALICIAN,nari8
nose,GASCON,nas
nose,ITALIAN,naso
nose,ITALIAN_GROSSETO_TUSCAN,naso
nose,JUDEO_ESPAGNOL,nariz
nose,LANGUEDOCIEN,nas
nose,LIGURIAN_GENOESE,nazu
nose,LIGURIAN_RAPALLO,nazu
nose,LIGURIAN_STELLA,nazu
nose,LOMBARD_BERGAMO,nas
nose,LOMBARD_PLESIO,nas
nose,NEAPOLITAN_CALABRESE,nas3
nose,NONES,nas
nose,NONES_FASSANO,nEs
nose,NONES_GARDENESE,nEs
nose,OCCITAN_ARANESE,nas
nose,PIEMONTESE_BARBANIA,nas
nose,PIEMONTESE_CARMAGNOLA,nas
nose,PIEMONTESE_LANZO_TORINESE,nas
nose,PIEMONTESE_VERCELLESE,nas
nose,PORTUGUESE,nariS
nose,ROMAGNOL_RAVENNATE,ne3z
nose,ROMANIAN,nas
nose,ROMANIAN_2,nas
nose,ROMANIAN_MEGLENO,nas
nose,ROMANSH_GRISHUN,nas
nose,ROMANSH_SURMIRAN,nas
nose,ROMANSH_SURSILVAN,nas
nose,ROMANSH_VALLADER,nas
nose,SARDINIAN,nasu
nose,SARDINIAN_CAMPIDANESE,nazu
nose,SARDINIAN_LOGUDARESE,nasu
nose,SICILIAN_UnnamedInSource,naska
nose,SPANISH,naris
nose,TURIA_AROMANIAN,nari
nose,VALENCIAN,nas
tooth,SANSKRIT,d3nt3h
tooth,ARAGONESE,dien
tooth,ARPITAN,dE
tooth,ASTURIAN,diente
tooth,BALEAR_CATALAN,dent
tooth,CATALAN,den
tooth,CATALAN_2,den
tooth,CORSICAN,dEnti
tooth,DALMATIAN,diant
tooth,EMILIANO_CARPIGIANO,dEynt
tooth,EMILIANO_FERRARESE,dent
tooth,EMILIANO_REGGIANO,dEynt
tooth,FRENCH,da
tooth,FRIULIAN,dint
tooth,GALICIAN,dEnte
tooth,GASCON,den
tooth,ITALIAN,dante
tooth,ITALIAN_GROSSETO_TUSCAN,dEnte
tooth,JUDEO_ESPAGNOL,dyente
tooth,LANGUEDOCIEN,den
tooth,LIGURIAN_GENOESE,dente
tooth,LIGURIAN_RAPALLO,dEnte
tooth,LIGURIAN_STELLA,dENCu
tooth,LOMBARD_BERGAMO,det
tooth,LOMBARD_PLESIO,denC
tooth,NEAPOLITAN_CALABRESE,dEnte
tooth,NONES,dEn
tooth,NONES_GARDENESE,d3nt
tooth,OCCITAN_ARANESE,den
tooth,PIEMONTESE_BARBANIA,deNt
tooth,PIEMONTESE_CARMAGNOLA,deNt
tooth,PIEMONTESE_LANZO_TORINESE,deNt
tooth,PIEMONTESE_VERCELLESE,deNC
tooth,PORTUGUESE,det3
tooth,ROMAGNOL_RAVENNATE,dent
tooth,ROMANIAN,dinte
tooth,ROMANIAN_2,dinte
tooth,ROMANIAN_MEGLENO,dinti
tooth,ROMANSH_GRISHUN,dEnt
tooth,ROMANSH_SURMIRAN,daynt
tooth,ROMANSH_SURSILVAN,dEnt
tooth,ROMANSH_VALLADER,daynt
tooth,SARDINIAN,dente
tooth,SARDINIAN_CAMPIDANESE,dEnti
tooth,SARDINIAN_LOGUDARESE,dente
tooth,SICILIAN_UnnamedInSource,denti
tooth,SPANISH,diente
tooth,TURIA_AROMANIAN,dini
tooth,VALENCIAN,dent
tooth,VLACH,dinti
sun,SANSKRIT,sury3h
sun,ARAGONESE,sol
sun,ARPITAN,solEL
sun,ASTURIAN,sol
sun,BALEAR_CATALAN,sol
sun,CATALAN,sol
sun,CATALAN_2,sol
sun,CORSICAN,soli
sun,DALMATIAN,saul
sun,EMILIANO_CARPIGIANO,sol
sun,EMILIANO_FERRARESE,sol
sun,EMILIANO_REGGIANO,sowl
sun,FRENCH,sole
sun,FRIULIAN,soreli
sun,GALICIAN,sol
sun,GASCON,sureL
sun,ITALIAN,sole
sun,ITALIAN_GROSSETO_TUSCAN,sole
sun,JUDEO_ESPAGNOL,sol
sun,LANGUEDOCIEN,sulel
sun,LIGURIAN_GENOESE,su
sun,LIGURIAN_RAPALLO,su
sun,LIGURIAN_STELLA,su
sun,LOMBARD_BERGAMO,sul
sun,LOMBARD_PLESIO,suu
sun,NEAPOLITAN_CALABRESE,sol3
sun,NONES,sol
sun,NONES_FASSANO,soreye
sun,NONES_GARDENESE,sur3dl
sun,OCCITAN_ARANESE,su
sun,PIEMONTESE_BARBANIA,sul
sun,PIEMONTESE_CARMAGNOLA,sul
sun,PIEMONTESE_LANZO_TORINESE,sul
sun,PIEMONTESE_VERCELLESE,sul
sun,PORTUGUESE,sol
sun,ROMAGNOL_RAVENNATE,sowl
sun,ROMANIAN,soare
sun,ROMANIAN_2,soare
sun,ROMANIAN_MEGLENO,soari
sun,ROMANSH_GRISHUN,suleL
sun,ROMANSH_SURMIRAN,suLeL
sun,ROMANSH_SURSILVAN,sulEL
sun,ROMANSH_VALLADER,sulay
sun,SARDINIAN,sole
sun,SARDINIAN_CAMPIDANESE,soli
sun,SARDINIAN_LOGUDARESE,sole
sun,SICILIAN_UnnamedInSource,suli
sun,SPANISH,sol
sun,VALENCIAN,sol
sun,VLACH,suari
tongue,SANSKRIT,Tjihva
tongue,ARAGONESE,lueNga
tongue,ARPITAN,lEwa
tongue,ASTURIAN,paladar
tongue,BALEAR_CATALAN,Leg3
tongue,CATALAN,LeNg3
tongue,CATALAN_2,Leg3
tongue,CORSICAN,liNgua
tongue,DALMATIAN,laNga
tongue,EMILIANO_CARPIGIANO,lENgva
tongue,EMILIANO_FERRARESE,lENgwa
tongue,EMILIANO_REGGIANO,lENgwa
tongue,FRENCH,lag
tongue,FRIULIAN,leNgE
tongue,GALICIAN,liNga
tongue,GASCON,leNo
