concept,language,word
tongue,ITALIAN,liNgwa
tongue,ITALIAN_GROSSETO_TUSCAN,lingwa
tongue,JUDEO_ESPAGNOL,lingua
tongue,LANGUEDOCIEN,leNo
tongue,LIGURIAN_GENOESE,liNgwa
tongue,LIGURIAN_RAPALLO,liNgwa
tongue,LIGURIAN_STELLA,lENgwa
tongue,LOMBARD_BERGAMO,lEngwa
tongue,LOMBARD_PLESIO,lengwa
tongue,NEAPOLITAN_CALABRESE,lengw3
tongue,NONES,lENa
tongue,NONES_GARDENESE,l3Nga
tongue,OCCITAN_ARANESE,leNuo
tongue,PIEMONTESE_BARBANIA,lENga
tongue,PIEMONTESE_CARMAGNOLA,leNga
tongue,PIEMONTESE_LANZO_TORINESE,lENga
tongue,PIEMONTESE_VERCELLESE,leNgwa
tongue,PORTUGUESE,ligua
tongue,ROMAGNOL_RAVENNATE,lengva
tongue,ROMANIAN,limb3
tongue,ROMANIAN_2,limb3
tongue,ROMANIAN_MEGLENO,limbe
tongue,ROMANSH_GRISHUN,lyewNg3
tongue,ROMANSH_SURMIRAN,LaNg3
tongue,ROMANSH_SURSILVAN,lEuNga
tongue,ROMANSH_VALLADER,lew3
tongue,SARDINIAN,limba
tongue,SARDINIAN_CAMPIDANESE,limba
tongue,SARDINIAN_LOGUDARESE,limba
tongue,SICILIAN_UnnamedInSource,liNa
tongue,SPANISH,lenga
tongue,TURIA_AROMANIAN,lima
tongue,VALENCIAN,Lega
tongue,VLACH,limba
drink,SANSKRIT,pa
drink,ARAGONESE,beber
drink,ARPITAN,bEa
drink,ASTURIAN,beber
drink,BALEAR_CATALAN,bEur3
drink,CATALAN,bEur3
drink,CATALAN_2,bEur3
drink,CORSICAN,biy
drink,DALMATIAN,bar
drink,EMILIANO_CARPIGIANO,bEvEr
drink,EMILIANO_FERRARESE,bEar
drink,EMILIANO_REGGIANO,bEvEr
drink,FRENCH,ba
drink,FRIULIAN,bevi
drink,GALICIAN,beber
drink,GASCON,beore
drink,ITALIAN,bere
drink,ITALIAN_GROSSETO_TUSCAN,bE
drink,JUDEO_ESPAGNOL,bever
drink,LANGUEDOCIEN,bewre
drink,LIGURIAN_GENOESE,bEyve
drink,LIGURIAN_RAPALLO,bEye
drink,LIGURIAN_STELLA,bEyve
drink,LOMBARD_BERGAMO,bif
drink,LOMBARD_PLESIO,bef
drink,NEAPOLITAN_CALABRESE,vEb3r3
drink,NONES,triNar
drink,NONES_FASSANO,beyver
drink,NONES_GARDENESE,bev3r
drink,OCCITAN_ARANESE,bEbe
drink,PIEMONTESE_BARBANIA,bEyve
drink,PIEMONTESE_CARMAGNOLA,bEyve
drink,PIEMONTESE_LANZO_TORINESE,bEyve
drink,PIEMONTESE_VERCELLESE,bevi
drink,PORTUGUESE,b3b
drink,ROMAGNOL_RAVENNATE,be
drink,ROMANIAN,bea
drink,ROMANIAN_2,bea
drink,ROMANIAN_MEGLENO,beaw
drink,ROMANSH_GRISHUN,bayv3r
drink,ROMANSH_SURMIRAN,bev3r
drink,ROMANSH_SURSILVAN,beibEr
drink,ROMANSH_VALLADER,bayv3r
drink,SARDINIAN,biere
drink,SARDINIAN_CAMPIDANESE,bufay
drink,SARDINIAN_LOGUDARESE,bufare
drink,SICILIAN_UnnamedInSource,biviri
drink,SPANISH,bebe
drink,VALENCIAN,bEure
drink,VLACH,abea
see,SANSKRIT,diS
see,ARAGONESE,beyer
see,ARPITAN,vEa
see,ASTURIAN,ver
see,BALEAR_CATALAN,vEur3
see,CATALAN,bEur3
see,CATALAN_2,bEur3
see,CORSICAN,vEnd
see,DALMATIAN,vedar
see,EMILIANO_CARPIGIANO,vEder
see,EMILIANO_FERRARESE,vEdar
see,EMILIANO_REGGIANO,vEder
see,FRENCH,va
see,FRIULIAN,viodi
see,GALICIAN,ber
see,GASCON,beze
see,ITALIAN,ved
see,ITALIAN_GROSSETO_TUSCAN,vedere
see,JUDEO_ESPAGNOL,ver
see,LANGUEDOCIEN,beyre
see,LIGURIAN_GENOESE,vede
see,LIGURIAN_RAPALLO,vede
see,LIGURIAN_STELLA,vyEy
see,LOMBARD_BERGAMO,Et
see,LOMBARD_PLESIO,vedE
see,NEAPOLITAN_CALABRESE,v3rE
see,NONES,vedEr
see,NONES_FASSANO,veder
see,NONES_GARDENESE,ud3y
see,OCCITAN_ARANESE,be8e
see,PIEMONTESE_BARBANIA,v3de
see,PIEMONTESE_CARMAGNOLA,v3de
see,PIEMONTESE_LANZO_TORINESE,v3di
see,PIEMONTESE_VERCELLESE,vogi
see,PORTUGUESE,ver
see,ROMAGNOL_RAVENNATE,vde
see,ROMANIAN,vedea
see,ROMANIAN_2,vedea
see,ROMANIAN_MEGLENO,vet
see,ROMANSH_GRISHUN,v3zayr
see,ROMANSH_SURMIRAN,vEkr
see,ROMANSH_SURSILVAN,v3zEr
see,ROMANSH_VALLADER,v3Cer
see,SARDINIAN,biere
see,SARDINIAN_CAMPIDANESE,biri
see,SARDINIAN_LOGUDARESE,biere
see,SICILIAN_UnnamedInSource,vidiri
see,SPANISH,ve
see,VALENCIAN,vEure
see,VLACH,vedu
die,SANSKRIT,mi
die,ARAGONESE,morir
die,ARPITAN,mori
die,ASTURIAN,morrer
die,BALEAR_CATALAN,muri
die,CATALAN,muri
die,CATALAN_2,muri
die,CORSICAN,mor
die,DALMATIAN,morar
die,EMILIANO_CARPIGIANO,murir
die,EMILIANO_FERRARESE,murir
die,EMILIANO_REGGIANO,murir
die,FRENCH,muri
die,FRIULIAN,murei
die,GALICIAN,morer
die,GASCON,kreba
die,ITALIAN,mor
die,ITALIAN_GROSSETO_TUSCAN,morire
die,JUDEO_ESPAGNOL,murir
die,LANGUEDOCIEN,kreba
die,LIGURIAN_GENOESE,mui
die,LIGURIAN_RAPALLO,mui
die,LIGURIAN_STELLA,mii
die,LOMBARD_BERGAMO,mor
die,LOMBARD_PLESIO,muri
die,NEAPOLITAN_CALABRESE,muri
die,NONES,morir
die,NONES_FASSANO,mori
die,NONES_GARDENESE,muri
die,OCCITAN_ARANESE,muri
die,PIEMONTESE_BARBANIA,moyre
die,PIEMONTESE_CARMAGNOLA,moyre
die,PIEMONTESE_LANZO_TORINESE,moyre
die,PIEMONTESE_VERCELLESE,mori
die,PORTUGUESE,mur
die,ROMAGNOL_RAVENNATE,muri
die,ROMANIAN,mur
die,ROMANIAN_2,deceda
die,ROMANIAN_MEGLENO,mor
die,ROMANSH_GRISHUN,murir
die,ROMANSH_SURMIRAN,murEkr
die,ROMANSH_SURSILVAN,murir
die,ROMANSH_VALLADER,murir
die,SARDINIAN,morere
die,SARDINIAN_CAMPIDANESE,mori
die,SARDINIAN_LOGUDARESE,morere
die,SICILIAN_UnnamedInSource,moriri
die,SPANISH,mori
die,VALENCIAN,morir
die,VLACH,moru
ear,SANSKRIT,k3rN3h
ear,ARAGONESE,oreLa
ear,ARPITAN,or3L3
ear,ASTURIAN,oreya
ear,BALEAR_CATALAN,orEL3
ear,CATALAN,urEL3
ear,CATALAN_2,urEL3
ear,CORSICAN,arETa
ear,DALMATIAN,rakla
ear,EMILIANO_CARPIGIANO,urECa
ear,EMILIANO_FERRARESE,urECa
ear,EMILIANO_REGGIANO,urECa
ear,FRENCH,ore
ear,FRIULIAN,oreli
ear,GALICIAN,orELa
ear,GASCON,aureyo
ear,ITALIAN,orekkyo
ear,ITALIAN_GROSSETO_TUSCAN,orekyo
ear,JUDEO_ESPAGNOL,orexa
ear,LANGUEDOCIEN,awreLo
ear,LIGURIAN_GENOESE,wEja
ear,LIGURIAN_RAPALLO,aweje
ear,LIGURIAN_STELLA,weja
ear,LOMBARD_BERGAMO,orEja
ear,LOMBARD_PLESIO,urEja
ear,NEAPOLITAN_CALABRESE,reky3
ear,NONES,rekla
ear,NONES_FASSANO,ureya
ear,NONES_GARDENESE,ur3dla
ear,OCCITAN_ARANESE,aureLo
ear,PIEMONTESE_BARBANIA,uriya
ear,PIEMONTESE_CARMAGNOLA,uriya
ear,PIEMONTESE_LANZO_TORINESE,uriya
ear,PIEMONTESE_VERCELLESE,uroZa
ear,PORTUGUESE,oraLa
ear,ROMAGNOL_RAVENNATE,urECa
ear,ROMANIAN,ureke
ear,ROMANIAN_2,ureke
ear,ROMANIAN_MEGLENO,ureakL3
ear,ROMANSH_GRISHUN,ureL3
ear,ROMANSH_SURMIRAN,urey3
ear,ROMANSH_SURSILVAN,ureL3
ear,ROMANSH_VALLADER,uraL3
ear,SARDINIAN,uriga
ear,SARDINIAN_CAMPIDANESE,orixa
ear,SARDINIAN_LOGUDARESE,orikra
ear,SICILIAN_UnnamedInSource,orikia
ear,SPANISH,oreha
ear,TURIA_AROMANIAN,ureakLi
ear,VALENCIAN,orELa
ear,VLACH,uriacli
mountain,SANSKRIT,p3rv3t3h
mountain,ARAGONESE,mon
mountain,ARPITAN,mota5i
mountain,ASTURIAN,monte
mountain,BALEAR_CATALAN,munta53
mountain,CATALAN,mon
mountain,CATALAN_2,munta53
mountain,CORSICAN,muntanTa
mountain,DALMATIAN,muant
mountain,EMILIANO_CARPIGIANO,munta5a
mountain,EMILIANO_FERRARESE,munta5a
mountain,EMILIANO_REGGIANO,munta5a
mountain,FRENCH,motaj
mountain,FRIULIAN,mont
mountain,GALICIAN,monta5a
mountain,GASCON,munta5o
mountain,ITALIAN,monta5a
mountain,ITALIAN_GROSSETO_TUSCAN,monata5a
mountain,JUDEO_ESPAGNOL,monta5a
mountain,LANGUEDOCIEN,munta5o
mountain,LIGURIAN_GENOESE,briku
mountain,LIGURIAN_RAPALLO,munta5a
mountain,LIGURIAN_STELLA,briku
mountain,LOMBARD_BERGAMO,monta5a
mountain,LOMBARD_PLESIO,munta5a
mountain,NEAPOLITAN_CALABRESE,munta53
mountain,NONES,mon
mountain,NONES_FASSANO,krepa
mountain,NONES_GARDENESE,kr3p
mountain,OCCITAN_ARANESE,muna5o
mountain,PIEMONTESE_BARBANIA,muNta5a
mountain,PIEMONTESE_CARMAGNOLA,muNta5a
mountain,PIEMONTESE_LANZO_TORINESE,muNta5a
mountain,PIEMONTESE_VERCELLESE,muNta5a
mountain,PORTUGUESE,mota5a
mountain,ROMAGNOL_RAVENNATE,mownt
mountain,ROMANIAN,munte
mountain,ROMANIAN_2,colina
mountain,ROMANIAN_MEGLENO,munti
mountain,ROMANSH_GRISHUN,munto53
mountain,ROMANSH_SURMIRAN,munto53
mountain,ROMANSH_SURSILVAN,kuolm
mountain,ROMANSH_VALLADER,munto53
mountain,SARDINIAN,munta5a
mountain,SARDINIAN_CAMPIDANESE,monti
mountain,SARDINIAN_LOGUDARESE,monte
mountain,SICILIAN_UnnamedInSource,munta5a
mountain,SPANISH,sero
mountain,TURIA_AROMANIAN,muni
mountain,VALENCIAN,munta5a
mountain,VLACH,mundi
eye,SANSKRIT,netr3m
eye,ARAGONESE,geLo
eye,ARPITAN,yi
eye,ASTURIAN,ueyu
eye,BALEAR_CATALAN,uL
eye,CATALAN,uL
eye,CATALAN_2,uL
eye,CORSICAN,oTi
eye,DALMATIAN,vaklo
eye,EMILIANO_CARPIGIANO,oC
eye,EMILIANO_FERRARESE,oC
eye,EMILIANO_REGGIANO,oC
eye,FRENCH,3y
eye,FRIULIAN,voli
eye,GALICIAN,oLo
eye,GASCON,wey
eye,ITALIAN,okkyo
eye,ITALIAN_GROSSETO_TUSCAN,okyo
eye,JUDEO_ESPAGNOL,oxo
eye,LANGUEDOCIEN,ieL
eye,LIGURIAN_GENOESE,Eju
eye,LIGURIAN_RAPALLO,Eju
eye,LIGURIAN_STELLA,Eju
eye,LOMBARD_BERGAMO,oC
eye,LOMBARD_PLESIO,oC
eye,NEAPOLITAN_CALABRESE,woky3
eye,NONES,ocEl
eye,NONES_FASSANO,eye
eye,NONES_GARDENESE,wedl
eye,OCCITAN_ARANESE,ueL
eye,PIEMONTESE_BARBANIA,oy
eye,PIEMONTESE_CARMAGNOLA,oy
eye,PIEMONTESE_LANZO_TORINESE,oy
eye,PIEMONTESE_VERCELLESE,oC
eye,PORTUGUESE,oLu
eye,ROMAGNOL_RAVENNATE,oC
eye,ROMANIAN,ok
eye,ROMANIAN_2,oky
eye,ROMANIAN_MEGLENO,wokLu
eye,ROMANSH_GRISHUN,eL
eye,ROMANSH_SURMIRAN,iL
eye,ROMANSH_SURSILVAN,eL
eye,ROMANSH_VALLADER,oL
eye,SARDINIAN,ogu
eye,SARDINIAN_CAMPIDANESE,oxu
eye,SARDINIAN_LOGUDARESE,okru
eye,SICILIAN_UnnamedInSource,okiu
eye,SPANISH,oho
eye,TURIA_AROMANIAN,okLu
eye,VALENCIAN,uL
eye,VLACH,okklu
stone,SANSKRIT,pr3st3r3h
stone,ARAGONESE,pe5a
stone,ARPITAN,pEri
stone,ASTURIAN,piedra
stone,BALEAR_CATALAN,pedr3
stone,CATALAN,pe8r3
stone,CATALAN_2,pe8r3
stone,CORSICAN,kota
stone,DALMATIAN,pitra
stone,EMILIANO_CARPIGIANO,jarown
stone,EMILIANO_FERRARESE,prEda
stone,EMILIANO_REGGIANO,preda
stone,FRENCH,per
stone,FRIULIAN,perE
stone,GALICIAN,pEdra
stone,GASCON,pEiro
stone,ITALIAN,pyEtra
stone,ITALIAN_GROSSETO_TUSCAN,saso
stone,JUDEO_ESPAGNOL,pyedra
stone,LANGUEDOCIEN,pEyro
stone,LIGURIAN_GENOESE,pria
stone,LIGURIAN_RAPALLO,pria
stone,LIGURIAN_STELLA,prEya
stone,LOMBARD_BERGAMO,preda
stone,LOMBARD_PLESIO,sas
stone,NEAPOLITAN_CALABRESE,prEt3
stone,NONES,sas
stone,NONES_FASSANO,sas
stone,NONES_GARDENESE,sas
stone,OCCITAN_ARANESE,pEiro
stone,PIEMONTESE_BARBANIA,pEra
stone,PIEMONTESE_CARMAGNOLA,pera
stone,PIEMONTESE_LANZO_TORINESE,pEra
stone,PIEMONTESE_VERCELLESE,prEya
stone,PORTUGUESE,pEdra
stone,ROMAGNOL_RAVENNATE,sas
stone,ROMANIAN,patr3
stone,ROMANIAN_2,pyatr3
stone,ROMANIAN_MEGLENO,rop3
stone,ROMANSH_GRISHUN,krap
stone,ROMANSH_SURMIRAN,krap
stone,ROMANSH_SURSILVAN,krap
stone,ROMANSH_VALLADER,krap
stone,SARDINIAN,pedra
stone,SARDINIAN_CAMPIDANESE,perda
stone,SARDINIAN_LOGUDARESE,perda
stone,SICILIAN_UnnamedInSource,petra
stone,SPANISH,piedra
stone,TURIA_AROMANIAN,kitriCa
stone,VALENCIAN,pe8ra
stone,VLACH,gena
person,SANSKRIT,manuS3h
person,ARAGONESE,ombre
person,ARPITAN,omu
person,ASTURIAN,persona
person,BALEAR_CATALAN,p3rson3
person,CATALAN,p3rson3
person,CATALAN_2,p3rson3
person,CORSICAN,nimu
person,DALMATIAN,om
person,EMILIANO_CARPIGIANO,om
person,EMILIANO_FERRARESE,styan
person,EMILIANO_REGGIANO,om
person,FRENCH,om
person,FRIULIAN,pErsoN
person,GALICIAN,ome
person,GASCON,omi
person,ITALIAN,persona
person,ITALIAN_GROSSETO_TUSCAN,omo
person,JUDEO_ESPAGNOL,persona
person,LANGUEDOCIEN,persuno
person,LIGURIAN_GENOESE,omu
person,LIGURIAN_RAPALLO,omu
person,LIGURIAN_STELLA,kristyaN
person,LOMBARD_BERGAMO,om
person,LOMBARD_PLESIO,om
person,NEAPOLITAN_CALABRESE,kr3styan3
person,NONES,om
person,NONES_FASSANO,om
person,NONES_GARDENESE,womo
person,OCCITAN_ARANESE,persuno
person,PIEMONTESE_BARBANIA,om
person,PIEMONTESE_CARMAGNOLA,om
person,PIEMONTESE_LANZO_TORINESE,om
person,PIEMONTESE_VERCELLESE,omaN
person,PORTUGUESE,pErzon
person,ROMAGNOL_RAVENNATE,sCan
person,ROMANIAN,persoan3
person,ROMANIAN_2,om
person,ROMANIAN_MEGLENO,wom
person,ROMANSH_GRISHUN,k3rSTawn
person,ROMANSH_SURMIRAN,k3rstaN
person,ROMANSH_SURSILVAN,pErsun3
person,ROMANSH_VALLADER,uman
person,SARDINIAN,pesone
person,SARDINIAN_CAMPIDANESE,omini
person,SARDINIAN_LOGUDARESE,omine
person,SICILIAN_UnnamedInSource,pirsuna
person,SPANISH,persona
person,TURIA_AROMANIAN,om
person,VALENCIAN,persone
person,VLACH,omu
one,SANSKRIT,ek3h
one,ARAGONESE,un
one,ARPITAN,yo
one,ASTURIAN,un
one,BALEAR_CATALAN,uns
one,CATALAN,un
one,CATALAN_2,uns
one,CORSICAN,unu
one,DALMATIAN,yoin
one,EMILIANO_CARPIGIANO,un
one,EMILIANO_FERRARESE,un
one,EMILIANO_REGGIANO,un
one,FRENCH,oe
one,FRIULIAN,uN
one,GALICIAN,un
one,GASCON,i
one,ITALIAN,uno
one,ITALIAN_GROSSETO_TUSCAN,uno
one,JUDEO_ESPAGNOL,uno
one,LANGUEDOCIEN,i
one,LIGURIAN_GENOESE,uN
one,LIGURIAN_RAPALLO,uN
one,LIGURIAN_STELLA,uN
one,LOMBARD_BERGAMO,u
one,LOMBARD_PLESIO,vuN
one,NEAPOLITAN_CALABRESE,un3
one,NONES,un
one,NONES_FASSANO,uN
one,NONES_GARDENESE,uN
one,OCCITAN_ARANESE,iN
one,PIEMONTESE_BARBANIA,uN
one,PIEMONTESE_CARMAGNOLA,uN
one,PIEMONTESE_LANZO_TORINESE,uN
one,PIEMONTESE_VERCELLESE,yuN
one,PORTUGUESE,u
one,ROMAGNOL_RAVENNATE,own
one,ROMANIAN,unu
one,ROMANIAN_2,unu
one,ROMANIAN_MEGLENO,un
one,ROMANSH_GRISHUN,en
one,ROMANSH_SURMIRAN,en
one,ROMANSH_SURSILVAN,in
one,ROMANSH_VALLADER,un
one,SARDINIAN,unu
one,SARDINIAN_CAMPIDANESE,unu
one,SARDINIAN_LOGUDARESE,unu
one,SICILIAN_UnnamedInSource,unu
one,SPANISH,uno
one,TURIA_AROMANIAN,un
one,VALENCIAN,uns
one,VLACH,unu
knee,SANSKRIT,Tanu
knee,ARAGONESE,CinoLo
knee,ARPITAN,Z3nu
knee,ASTURIAN,rodia
knee,BALEAR_CATALAN,Z3noL
knee,CATALAN,j3noL
knee,CATALAN_2,Z3noL
knee,CORSICAN,vinoTi
knee,DALMATIAN,Zinuak
knee,EMILIANO_CARPIGIANO,znoC
knee,EMILIANO_FERRARESE,ZnoC
knee,EMILIANO_REGGIANO,ZnoC
knee,FRENCH,j3nu
knee,FRIULIAN,zEnoli
knee,GALICIAN,SeonLo
knee,GASCON,Zuy
knee,ITALIAN,jinokkyo
knee,ITALIAN_GROSSETO_TUSCAN,Zinkyo
knee,JUDEO_ESPAGNOL,rodiyas
knee,LANGUEDOCIEN,jenul
knee,LIGURIAN_GENOESE,Zenuju
knee,LIGURIAN_RAPALLO,zenuju
knee,LIGURIAN_STELLA,Zenuju
knee,LOMBARD_BERGAMO,jonoC
knee,LOMBARD_PLESIO,jinoC
knee,NEAPOLITAN_CALABRESE,d3nuky3
knee,NONES,zinocEl
knee,NONES_FASSANO,Z3neye
knee,NONES_GARDENESE,Z3nodl
knee,OCCITAN_ARANESE,ZuL
knee,PIEMONTESE_BARBANIA,Zinuy
knee,PIEMONTESE_CARMAGNOLA,Zinuy
knee,PIEMONTESE_LANZO_TORINESE,Zinuy
knee,PIEMONTESE_VERCELLESE,ZnoC
knee,PORTUGUESE,ZuaLu
knee,ROMAGNOL_RAVENNATE,ZnoC
knee,ROMANIAN,jenuNk
knee,ROMANIAN_2,jenuNky
knee,ROMANIAN_MEGLENO,zinkLu
knee,ROMANSH_GRISHUN,Z3neye
knee,ROMANSH_SURMIRAN,g3nuL
knee,ROMANSH_SURSILVAN,SanuL
knee,ROMANSH_VALLADER,ZnwoL
knee,SARDINIAN,enugu
knee,SARDINIAN_CAMPIDANESE,jenuxu
knee,SARDINIAN_LOGUDARESE,benukru
knee,SICILIAN_UnnamedInSource,dinokiu
knee,SPANISH,rodiya
knee,TURIA_AROMANIAN,cinukLu
knee,VALENCIAN,CinoL
knee,VLACH,cinuklu
hand,SANSKRIT,h3st3h
hand,ARAGONESE,man
hand,ARPITAN,ma
hand,ASTURIAN,mano
hand,BALEAR_CATALAN,ma
hand,CATALAN,ma
hand,CATALAN_2,ma
hand,CORSICAN,mani
hand,DALMATIAN,muoN
hand,EMILIANO_CARPIGIANO,maN
hand,EMILIANO_FERRARESE,mans
hand,EMILIANO_REGGIANO,man
hand,FRENCH,ma
hand,FRIULIAN,man
hand,GALICIAN,man
hand,GASCON,ma
hand,ITALIAN,mano
hand,ITALIAN_GROSSETO_TUSCAN,mano
hand,JUDEO_ESPAGNOL,mano
hand,LANGUEDOCIEN,ma
hand,LIGURIAN_GENOESE,maN
hand,LIGURIAN_RAPALLO,maN
hand,LIGURIAN_STELLA,maN
hand,LOMBARD_BERGAMO,ma
hand,LOMBARD_PLESIO,maN
hand,NEAPOLITAN_CALABRESE,man3
hand,NONES,man
hand,NONES_FASSANO,ma5
hand,NONES_GARDENESE,ma5
hand,OCCITAN_ARANESE,maN
hand,PIEMONTESE_BARBANIA,maN
hand,PIEMONTESE_CARMAGNOLA,maN
hand,PIEMONTESE_LANZO_TORINESE,maN
hand,PIEMONTESE_VERCELLESE,maN
hand,PORTUGUESE,mau
hand,ROMAGNOL_RAVENNATE,man
hand,ROMANIAN,m3n3
hand,ROMANIAN_2,m3n3
hand,ROMANIAN_MEGLENO,mon3
hand,ROMANSH_GRISHUN,mawn
hand,ROMANSH_SURMIRAN,maN
hand,ROMANSH_SURSILVAN,maun
hand,ROMANSH_VALLADER,man
hand,SARDINIAN,manu
hand,SARDINIAN_CAMPIDANESE,manu
hand,SARDINIAN_LOGUDARESE,manu
hand,SICILIAN_UnnamedInSource,manu
hand,SPANISH,mano
hand,TURIA_AROMANIAN,mana
hand,VALENCIAN,ma
hand,VLACH,mina
blood,SANSKRIT,rudir3m
blood,ARAGONESE,saNgre
blood,ARPITAN,so
blood,ASTURIAN,saNgre
blood,BALEAR_CATALAN,saN
blood,CATALAN,saN
blood,CATALAN_2,saN
blood,CORSICAN,saNgwi
blood,DALMATIAN,suoNg
blood,EMILIANO_CARPIGIANO,saNgev
blood,EMILIANO_FERRARESE,saNg
blood,EMILIANO_REGGIANO,saNgov
blood,FRENCH,sa
blood,FRIULIAN,saNk
blood,GALICIAN,saNge
blood,GASCON,saN
blood,ITALIAN,saNgwe
blood,ITALIAN_GROSSETO_TUSCAN,sangwe
blood,JUDEO_ESPAGNOL,saNgre
blood,LANGUEDOCIEN,saN
blood,LIGURIAN_GENOESE,saNgwe
blood,LIGURIAN_RAPALLO,saNgwe
blood,LIGURIAN_STELLA,saNgwe
blood,LOMBARD_BERGAMO,sank
blood,LOMBARD_PLESIO,sank
blood,NEAPOLITAN_CALABRESE,sang3
blood,NONES,saN
blood,NONES_FASSANO,saNk
blood,NONES_GARDENESE,saNk
blood,OCCITAN_ARANESE,saN
blood,PIEMONTESE_BARBANIA,saNg
blood,PIEMONTESE_CARMAGNOLA,saNg
blood,PIEMONTESE_LANZO_TORINESE,saNg
blood,PIEMONTESE_VERCELLESE,saN
blood,PORTUGUESE,sax3
blood,ROMAGNOL_RAVENNATE,saNgv
blood,ROMANIAN,s3nje
blood,ROMANIAN_2,s3nje
blood,ROMANIAN_MEGLENO,sonzi
blood,ROMANSH_GRISHUN,saNk
blood,ROMANSH_SURMIRAN,saNk
blood,ROMANSH_SURSILVAN,sauN
blood,ROMANSH_VALLADER,saNk
blood,SARDINIAN,sambene
blood,SARDINIAN_CAMPIDANESE,SaNguni
blood,SARDINIAN_LOGUDARESE,sambene
blood,SICILIAN_UnnamedInSource,saNgu
blood,SPANISH,sangre
blood,TURIA_AROMANIAN,sani
blood,VALENCIAN,saN
blood,VLACH,sinca
